,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 15:05:00,2.311111111111111,5.911111111111111,-2.8666666666666667,2.066666666666667,5.5777777777777775,0.8888888888888888,8.222222222222221,-4.155555555555556,-13.8,-0.044444444444444446,-0.7555555555555555,-1.6888888888888889
2020-09-23 15:06:00,2.2888888888888888,5.977777777777778,-2.7777777777777777,2.1777777777777776,5.444444444444445,0.8444444444444444,8.488888888888889,-4.355555555555555,-14.2,0.08888888888888889,-0.7333333333333333,-1.8888888888888888
2020-09-23 15:07:00,2.2666666666666666,6.022222222222222,-2.6444444444444444,2.2888888888888888,5.311111111111111,0.7555555555555555,8.777777777777779,-4.555555555555555,-14.577777777777778,0.2,-0.7111111111111111,-2.111111111111111
2020-09-23 15:08:00,2.2222222222222223,6.066666666666666,-2.533333333333333,2.4,5.155555555555556,0.7111111111111111,9.044444444444444,-4.7555555555555555,-14.955555555555556,0.3111111111111111,-0.6888888888888889,-2.3555555555555556
2020-09-23 15:09:00,2.2222222222222223,6.088888888888889,-2.422222222222222,2.466666666666667,5.0,0.6666666666666666,9.28888888888889,-4.911111111111111,-15.333333333333334,0.37777777777777777,-0.6444444444444445,-2.577777777777778
2020-09-23 15:10:00,2.2222222222222223,6.088888888888889,-2.311111111111111,2.533333333333333,4.844444444444444,0.6666666666666666,9.533333333333333,-5.066666666666666,-15.71111111111111,0.4444444444444444,-0.6444444444444445,-2.8
2020-09-23 15:11:00,2.2,6.088888888888889,-2.2,2.5555555555555554,4.688888888888889,0.6888888888888889,9.755555555555556,-5.177777777777778,-16.08888888888889,0.4666666666666667,-0.6444444444444445,-3.022222222222222
2020-09-23 15:12:00,2.1777777777777776,6.066666666666666,-2.088888888888889,2.6222222222222222,4.555555555555555,0.6888888888888889,9.977777777777778,-5.288888888888889,-16.444444444444443,0.4888888888888889,-0.6666666666666666,-3.2444444444444445
2020-09-23 15:13:00,2.1333333333333333,6.088888888888889,-2.0,2.688888888888889,4.4,0.6888888888888889,10.155555555555555,-5.377777777777778,-16.77777777777778,0.5111111111111111,-0.7333333333333333,-3.511111111111111
2020-09-23 15:14:00,2.066666666666667,6.155555555555556,-1.9111111111111112,2.7555555555555555,4.2444444444444445,0.7333333333333333,10.311111111111112,-5.444444444444445,-17.08888888888889,0.4888888888888889,-0.7555555555555555,-3.7555555555555555
2020-09-23 15:15:00,2.022222222222222,6.222222222222222,-1.8222222222222222,2.8444444444444446,4.066666666666666,0.8,10.466666666666667,-5.555555555555555,-17.377777777777776,0.4444444444444444,-0.8222222222222222,-4.0
2020-09-23 15:16:00,1.9777777777777779,6.266666666666667,-1.7333333333333334,2.911111111111111,3.8666666666666667,0.8888888888888888,10.6,-5.688888888888889,-17.622222222222224,0.35555555555555557,-0.9333333333333333,-4.266666666666667
2020-09-23 15:17:00,1.9111111111111112,6.311111111111111,-1.6666666666666667,2.9555555555555557,3.6444444444444444,0.9777777777777777,10.777777777777779,-5.8,-17.88888888888889,0.26666666666666666,-1.0666666666666667,-4.488888888888889
2020-09-23 15:18:00,1.8,6.4,-1.6222222222222222,3.0,3.422222222222222,1.0666666666666667,10.933333333333334,-5.911111111111111,-18.177777777777777,0.2,-1.2222222222222223,-4.688888888888889
2020-09-23 15:19:00,1.6444444444444444,6.444444444444445,-1.5777777777777777,3.022222222222222,3.2,1.1333333333333333,11.066666666666666,-6.044444444444444,-18.466666666666665,0.08888888888888889,-1.3555555555555556,-4.888888888888889
2020-09-23 15:20:00,1.4666666666666666,6.511111111111111,-1.5555555555555556,3.0444444444444443,2.9555555555555557,1.2,11.177777777777777,-6.155555555555556,-18.755555555555556,-0.06666666666666667,-1.4444444444444444,-5.088888888888889
2020-09-23 15:21:00,1.3111111111111111,6.622222222222222,-1.5555555555555556,3.066666666666667,2.688888888888889,1.2666666666666666,11.28888888888889,-6.2444444444444445,-19.044444444444444,-0.2,-1.5555555555555556,-5.288888888888889
2020-09-23 15:22:00,1.1555555555555554,6.688888888888889,-1.6,3.066666666666667,2.466666666666667,1.3777777777777778,11.355555555555556,-6.355555555555555,-19.31111111111111,-0.3333333333333333,-1.6444444444444444,-5.488888888888889
2020-09-23 15:23:00,1.0,6.711111111111111,-1.6222222222222222,3.088888888888889,2.2666666666666666,1.4444444444444444,11.4,-6.466666666666667,-19.57777777777778,-0.4888888888888889,-1.711111111111111,-5.666666666666667
2020-09-23 15:24:00,0.8444444444444444,6.711111111111111,-1.6,3.111111111111111,2.0444444444444443,1.488888888888889,11.488888888888889,-6.555555555555555,-19.844444444444445,-0.6444444444444445,-1.7555555555555555,-5.844444444444444
2020-09-23 15:25:00,0.6888888888888889,6.688888888888889,-1.6,3.1777777777777776,1.8444444444444446,1.5555555555555556,11.533333333333333,-6.622222222222222,-20.08888888888889,-0.7777777777777778,-1.7777777777777777,-6.0
2020-09-23 15:26:00,0.5555555555555556,6.711111111111111,-1.6,3.2444444444444445,1.6444444444444444,1.6,11.533333333333333,-6.688888888888889,-20.288888888888888,-0.8888888888888888,-1.7777777777777777,-6.111111111111111
2020-09-23 15:27:00,0.4444444444444444,6.733333333333333,-1.6,3.3333333333333335,1.4444444444444444,1.6222222222222222,11.533333333333333,-6.733333333333333,-20.488888888888887,-1.0444444444444445,-1.7333333333333334,-6.222222222222222
2020-09-23 15:28:00,0.35555555555555557,6.777777777777778,-1.5777777777777777,3.4,1.2444444444444445,1.6,11.488888888888889,-6.822222222222222,-20.666666666666668,-1.1777777777777778,-1.6666666666666667,-6.333333333333333
2020-09-23 15:29:00,0.26666666666666666,6.8,-1.5555555555555556,3.466666666666667,1.0444444444444445,1.5777777777777777,11.444444444444445,-6.888888888888889,-20.822222222222223,-1.3333333333333333,-1.6222222222222222,-6.444444444444445
2020-09-23 15:30:00,0.15555555555555556,6.777777777777778,-1.5333333333333334,3.511111111111111,0.8888888888888888,1.5777777777777777,11.377777777777778,-6.977777777777778,-20.955555555555556,-1.5333333333333334,-1.5777777777777777,-6.555555555555555
2020-09-23 15:31:00,0.08888888888888889,6.7555555555555555,-1.511111111111111,3.577777777777778,0.7555555555555555,1.6222222222222222,11.311111111111112,-7.088888888888889,-21.11111111111111,-1.7333333333333334,-1.511111111111111,-6.644444444444445
2020-09-23 15:32:00,0.0,6.733333333333333,-1.511111111111111,3.6222222222222222,0.6444444444444445,1.6666666666666667,11.222222222222221,-7.2,-21.244444444444444,-1.9333333333333333,-1.4444444444444444,-6.688888888888889
2020-09-23 15:33:00,-0.1111111111111111,6.666666666666667,-1.5555555555555556,3.688888888888889,0.5111111111111111,1.7333333333333334,11.133333333333333,-7.288888888888889,-21.377777777777776,-2.1333333333333333,-1.3777777777777778,-6.711111111111111
2020-09-23 15:34:00,-0.2222222222222222,6.5777777777777775,-1.6222222222222222,3.7111111111111112,0.4,1.8222222222222222,11.066666666666666,-7.377777777777778,-21.488888888888887,-2.3555555555555556,-1.3111111111111111,-6.711111111111111
2020-09-23 15:35:00,-0.3333333333333333,6.533333333333333,-1.6666666666666667,3.7555555555555555,0.3111111111111111,1.8888888888888888,11.022222222222222,-7.488888888888889,-21.6,-2.533333333333333,-1.2666666666666666,-6.7555555555555555
2020-09-23 15:36:00,-0.4666666666666667,6.488888888888889,-1.7555555555555555,3.8222222222222224,0.2222222222222222,1.9555555555555555,10.955555555555556,-7.6,-21.711111111111112,-2.7333333333333334,-1.2,-6.8
2020-09-23 15:37:00,-0.6,6.4,-1.8666666666666667,3.8666666666666667,0.13333333333333333,2.066666666666667,10.88888888888889,-7.711111111111111,-21.822222222222223,-2.9555555555555557,-1.1333333333333333,-6.866666666666666
2020-09-23 15:38:00,-0.7333333333333333,6.333333333333333,-1.9777777777777779,3.9555555555555557,0.08888888888888889,2.1777777777777776,10.866666666666667,-7.8,-21.88888888888889,-3.2222222222222223,-1.0888888888888888,-6.933333333333334
2020-09-23 15:39:00,-0.9111111111111111,6.266666666666667,-2.088888888888889,4.0,0.044444444444444446,2.2888888888888888,10.822222222222223,-7.911111111111111,-21.955555555555556,-3.511111111111111,-1.0444444444444445,-7.0
2020-09-23 15:40:00,-1.0666666666666667,6.2444444444444445,-2.2,4.066666666666666,0.022222222222222223,2.4,10.755555555555556,-8.022222222222222,-22.0,-3.8444444444444446,-1.0222222222222221,-7.066666666666666
2020-09-23 15:41:00,-1.2,6.222222222222222,-2.2666666666666666,4.133333333333334,0.022222222222222223,2.488888888888889,10.688888888888888,-8.11111111111111,-22.022222222222222,-4.2,-0.9777777777777777,-7.111111111111111
2020-09-23 15:42:00,-1.3111111111111111,6.177777777777778,-2.3555555555555556,4.2,-0.022222222222222223,2.577777777777778,10.622222222222222,-8.222222222222221,-22.066666666666666,-4.5777777777777775,-0.8888888888888888,-7.111111111111111
2020-09-23 15:43:00,-1.4222222222222223,6.177777777777778,-2.4444444444444446,4.288888888888889,-0.044444444444444446,2.6222222222222222,10.555555555555555,-8.311111111111112,-22.133333333333333,-4.977777777777778,-0.8444444444444444,-7.111111111111111
2020-09-23 15:44:00,-1.5777777777777777,6.133333333333334,-2.533333333333333,4.377777777777778,-0.08888888888888889,2.688888888888889,10.444444444444445,-8.4,-22.155555555555555,-5.355555555555555,-0.8,-7.088888888888889
2020-09-23 15:45:00,-1.7333333333333334,6.066666666666666,-2.6222222222222222,4.488888888888889,-0.13333333333333333,2.7777777777777777,10.311111111111112,-8.466666666666667,-22.177777777777777,-5.7555555555555555,-0.7555555555555555,-7.044444444444444
2020-09-23 15:46:00,-1.8888888888888888,6.044444444444444,-2.7111111111111112,4.5777777777777775,-0.15555555555555556,2.8666666666666667,10.177777777777777,-8.555555555555555,-22.2,-6.111111111111111,-0.6888888888888889,-7.0
2020-09-23 15:47:00,-2.088888888888889,6.0,-2.8,4.622222222222222,-0.13333333333333333,2.977777777777778,10.066666666666666,-8.666666666666666,-22.177777777777777,-6.466666666666667,-0.6666666666666666,-6.977777777777778
2020-09-23 15:48:00,-2.311111111111111,5.977777777777778,-2.888888888888889,4.622222222222222,-0.1111111111111111,3.088888888888889,9.911111111111111,-8.755555555555556,-22.2,-6.822222222222222,-0.6,-6.977777777777778
2020-09-23 15:49:00,-2.5555555555555554,5.977777777777778,-2.977777777777778,4.6,-0.13333333333333333,3.1777777777777776,9.733333333333333,-8.844444444444445,-22.22222222222222,-7.177777777777778,-0.5333333333333333,-6.977777777777778
2020-09-23 15:50:00,-2.8,5.977777777777778,-3.088888888888889,4.6,-0.1111111111111111,3.2666666666666666,9.577777777777778,-8.88888888888889,-22.22222222222222,-7.511111111111111,-0.4444444444444444,-6.955555555555556
2020-09-23 15:51:00,-3.022222222222222,6.0,-3.2222222222222223,4.622222222222222,-0.044444444444444446,3.3777777777777778,9.377777777777778,-8.88888888888889,-22.22222222222222,-7.866666666666666,-0.3333333333333333,-6.977777777777778
2020-09-23 15:52:00,-3.2666666666666666,6.0,-3.3555555555555556,4.622222222222222,0.022222222222222223,3.533333333333333,9.177777777777777,-8.88888888888889,-22.244444444444444,-8.177777777777777,-0.2222222222222222,-6.955555555555556
2020-09-23 15:53:00,-3.466666666666667,6.0,-3.488888888888889,4.5777777777777775,0.08888888888888889,3.6666666666666665,8.955555555555556,-8.88888888888889,-22.266666666666666,-8.488888888888889,-0.08888888888888889,-6.911111111111111
2020-09-23 15:54:00,-3.6666666666666665,5.977777777777778,-3.6222222222222222,4.555555555555555,0.13333333333333333,3.7555555555555555,8.733333333333333,-8.933333333333334,-22.333333333333332,-8.8,0.044444444444444446,-6.888888888888889
2020-09-23 15:55:00,-3.8666666666666667,5.977777777777778,-3.7111111111111112,4.533333333333333,0.2,3.8222222222222224,8.511111111111111,-9.0,-22.42222222222222,-9.066666666666666,0.2222222222222222,-6.822222222222222
2020-09-23 15:56:00,-4.022222222222222,6.0,-3.7777777777777777,4.533333333333333,0.28888888888888886,3.8666666666666667,8.28888888888889,-9.088888888888889,-22.511111111111113,-9.311111111111112,0.37777777777777777,-6.7555555555555555
2020-09-23 15:57:00,-4.177777777777778,6.022222222222222,-3.888888888888889,4.533333333333333,0.37777777777777777,3.933333333333333,8.044444444444444,-9.2,-22.6,-9.555555555555555,0.5777777777777777,-6.688888888888889
2020-09-23 15:58:00,-4.333333333333333,6.044444444444444,-4.022222222222222,4.5777777777777775,0.4444444444444444,4.0,7.822222222222222,-9.311111111111112,-22.733333333333334,-9.777777777777779,0.8222222222222222,-6.6
2020-09-23 15:59:00,-4.488888888888889,6.044444444444444,-4.155555555555556,4.666666666666667,0.4666666666666667,4.044444444444444,7.622222222222222,-9.4,-22.866666666666667,-10.0,1.0444444444444445,-6.555555555555555
2020-09-23 16:00:00,-4.666666666666667,6.044444444444444,-4.311111111111111,4.733333333333333,0.5333333333333333,4.044444444444444,7.4,-9.466666666666667,-22.977777777777778,-10.244444444444444,1.3111111111111111,-6.488888888888889
2020-09-23 16:01:00,-4.866666666666666,6.044444444444444,-4.488888888888889,4.822222222222222,0.6222222222222222,4.044444444444444,7.155555555555556,-9.488888888888889,-23.11111111111111,-10.444444444444445,1.5777777777777777,-6.444444444444445
2020-09-23 16:02:00,-5.044444444444444,6.066666666666666,-4.666666666666667,4.933333333333334,0.6888888888888889,4.022222222222222,6.866666666666666,-9.533333333333333,-23.266666666666666,-10.644444444444444,1.8666666666666667,-6.4
2020-09-23 16:03:00,-5.2,6.088888888888889,-4.822222222222222,5.044444444444444,0.7555555555555555,4.0,6.6,-9.577777777777778,-23.4,-10.822222222222223,2.1555555555555554,-6.333333333333333
